seed,sigma,correlation,estimator,corr_theta,spear_theta,corr_beta,spear_beta,corr_X_missing,rmse_theta,rmse_beta,rmse_X
38,0.5,theta,EM,0.990207,0.994955,0.991563,0.986087,0.892251,0.579543,0.511363,0.634248
38,0.5,theta,Day,0.990207,0.995094,0.657216,0.611884,0.505554,0.579544,1.408454,1.250041
38,0.5,theta,Imp,0.982439,0.995593,0.953516,0.930202,0.879315,0.37167,0.568331,0.728644
39,0.5,theta,EM,0.975565,0.99326,0.967565,0.99152,0.910351,0.582061,0.619225,0.659838
39,0.5,theta,Day,0.975565,0.993287,0.401198,0.361233,0.625773,0.582062,1.539271,1.299125
39,0.5,theta,Imp,0.977581,0.993621,0.895272,0.877094,0.880056,0.460532,0.744457,0.850194
40,0.5,theta,EM,0.97768,0.990924,0.987075,0.982166,0.912196,0.768298,0.643933,0.708665
40,0.5,theta,Day,0.97768,0.991146,0.468154,0.486558,0.412354,0.768299,1.879176,1.600593
40,0.5,theta,Imp,0.972562,0.992703,0.945128,0.93255,0.90074,0.526195,0.700287,0.804363
41,0.5,theta,EM,0.987421,0.992274,0.983105,0.995434,0.922506,0.600673,0.639967,0.691093
41,0.5,theta,Day,0.987421,0.992746,0.397222,0.383349,0.447888,0.600674,1.812322,1.544067
41,0.5,theta,Imp,0.984639,0.992802,0.928485,0.904938,0.909199,0.400326,0.734209,0.816901
42,0.5,theta,EM,0.985471,0.994872,0.992153,0.989565,0.928058,0.444801,0.394434,0.604244
42,0.5,theta,Day,0.985471,0.994539,0.532113,0.493931,0.375679,0.444802,1.518615,1.42177
42,0.5,theta,Imp,0.974716,0.9954,0.951309,0.941739,0.920538,0.350817,0.561852,0.74137
43,0.5,theta,EM,0.982242,0.994636,0.981285,0.993043,0.930618,0.496037,0.470194,0.613334
43,0.5,theta,Day,0.982242,0.994372,0.347571,0.324372,0.64206,0.496037,1.438762,1.287081
43,0.5,theta,Imp,0.982549,0.994455,0.884559,0.876712,0.905541,0.393625,0.724409,0.83001
44,0.5,theta,EM,0.97452,0.986758,0.970836,0.982609,0.89913,0.481503,0.667193,0.657659
44,0.5,theta,Day,0.97452,0.98734,0.646063,0.641373,0.611405,0.481503,1.449504,1.257172
44,0.5,theta,Imp,0.931419,0.933128,0.930959,0.933681,0.854958,0.601763,0.669839,0.875334
45,0.5,theta,EM,0.99206,0.996082,0.994785,0.99913,0.945307,0.405612,0.340092,0.577941
45,0.5,theta,Day,0.99206,0.996331,0.333117,0.324372,0.657995,0.405613,1.385908,1.290712
45,0.5,theta,Imp,0.98523,0.996498,0.893067,0.874783,0.904185,0.342858,0.68174,0.811762
46,0.5,theta,EM,0.986619,0.995164,0.973885,0.987826,0.92369,0.534872,0.580077,0.650217
46,0.5,theta,Day,0.986619,0.995455,0.416209,0.383349,0.635454,0.534872,1.457678,1.256683
46,0.5,theta,Imp,0.983854,0.995525,0.875024,0.878261,0.891776,0.39016,0.782623,0.86707
47,0.5,theta,EM,0.986865,0.994761,0.983906,0.983036,0.911337,0.639245,0.888872,0.745685
47,0.5,theta,Day,0.986865,0.994802,0.634365,0.604512,0.348458,0.639246,1.79054,1.439464
47,0.5,theta,Imp,0.976789,0.994802,0.94071,0.92562,0.918901,0.423846,0.783583,0.816605
48,0.5,theta,EM,0.97456,0.992009,0.986188,0.989346,0.89354,0.611849,0.541952,0.670746
48,0.5,theta,Day,0.97456,0.99219,0.515536,0.530791,0.358568,0.61185,1.64853,1.455019
48,0.5,theta,Imp,0.973147,0.99244,0.944333,0.944988,0.893038,0.417245,0.629452,0.780468
49,0.5,theta,EM,0.986959,0.995108,0.973818,0.985217,0.946716,0.449225,0.515077,0.608302
49,0.5,theta,Day,0.98696,0.995219,0.237206,0.346489,0.741864,0.449223,1.488073,1.279663
49,0.5,theta,Imp,0.974438,0.976718,0.854487,0.826551,0.897476,0.553513,0.800476,0.862924
0,0.5,beta,EM,0.985838,0.994443,0.993115,0.990435,0.952945,0.458993,0.415038,0.579099
0,0.5,beta,Day,0.985838,0.994609,0.100541,0.095837,0.741994,0.458993,1.476022,1.266687
0,0.5,beta,Imp,0.985392,0.99415,0.983204,0.976522,0.94581,0.467744,0.454619,0.602404
1,0.5,beta,EM,0.981104,0.992219,0.994999,0.992174,0.9569,0.561059,0.382834,0.591695
1,0.5,beta,Day,0.981104,0.992344,0.27239,0.265396,0.649922,0.561059,1.728802,1.537872
1,0.5,beta,Imp,0.973271,0.978194,0.990587,0.992174,0.947165,0.580771,0.4083,0.63132
2,0.5,beta,EM,0.986569,0.992511,0.993861,0.994783,0.960788,0.533733,0.4042,0.579052
2,0.5,beta,Day,0.986569,0.992594,0.349232,0.265396,0.762098,0.533733,1.533065,1.324033
2,0.5,beta,Imp,0.97271,0.98645,0.984266,0.989565,0.949199,0.601025,0.451778,0.643279
3,0.5,beta,EM,0.965987,0.982897,0.992104,0.993043,0.953596,0.945785,0.629211,0.676301
3,0.5,beta,Day,0.965987,0.983049,0.537425,0.567652,0.709529,0.945785,1.895319,1.591006
3,0.5,beta,Imp,0.923096,0.904706,0.991449,0.991085,0.922083,1.038706,0.643647,0.793659
4,0.5,beta,EM,0.986851,0.99347,0.992038,0.98978,0.952231,0.553216,0.509328,0.618395
4,0.5,beta,Day,0.986851,0.99347,0.466993,0.427582,0.722668,0.553216,1.541064,1.329258
4,0.5,beta,Imp,0.970699,0.978431,0.984815,0.980196,0.947842,0.579048,0.480698,0.668962
5,0.5,beta,EM,0.977423,0.994762,0.994324,0.984348,0.950839,0.555328,0.309453,0.574845
5,0.5,beta,Day,0.977423,0.994693,0.27948,0.265396,0.748381,0.555328,1.413959,1.304954
5,0.5,beta,Imp,0.97078,0.988356,0.991244,0.986951,0.944048,0.58131,0.32456,0.602076
6,0.5,beta,EM,0.971204,0.984717,0.982217,0.986736,0.940693,0.696103,0.606196,0.627753
6,0.5,beta,Day,0.971204,0.984717,0.500546,0.398093,0.729169,0.696104,1.513821,1.248722
6,0.5,beta,Imp,0.955829,0.97443,0.982785,0.974337,0.933541,0.706407,0.546884,0.664734
7,0.5,beta,EM,0.992394,0.993094,0.994813,0.997173,0.965067,0.474144,0.410014,0.574449
7,0.5,beta,Day,0.992394,0.993025,0.332798,0.272768,0.667368,0.474144,1.79734,1.575031
7,0.5,beta,Imp,0.973643,0.975925,0.99266,0.997173,0.950229,0.562409,0.442254,0.635892
8,0.5,beta,EM,0.98667,0.993845,0.995925,0.990435,0.951037,0.658499,0.402106,0.599345
8,0.5,beta,Day,0.98667,0.993859,0.258785,0.265396,0.776686,0.658499,1.45002,1.269057
8,0.5,beta,Imp,0.980297,0.990815,0.990668,0.97282,0.948541,0.678812,0.397147,0.624498
9,0.5,beta,EM,0.976051,0.990969,0.997447,0.996522,0.953587,0.644486,0.308859,0.588092
9,0.5,beta,Day,0.976051,0.991122,0.487182,0.493931,0.799101,0.644486,1.35321,1.246978
9,0.5,beta,Imp,0.953893,0.95955,0.996608,0.996522,0.934982,0.719133,0.316124,0.664071
10,0.5,beta,EM,0.981739,0.99197,0.995489,1.0,0.953886,0.458906,0.391814,0.57703
10,0.5,beta,Day,0.981739,0.992039,0.706807,0.715093,0.793502,0.458907,1.301247,1.187869
10,0.5,beta,Imp,0.923206,0.921277,0.989225,0.993041,0.916325,0.635611,0.398766,0.743351
11,0.5,beta,EM,0.992892,0.996749,0.997612,0.990435,0.966743,0.486619,0.408409,0.57148
11,0.5,beta,Day,0.992892,0.996763,0.24069,0.265396,0.655465,0.486619,1.897748,1.640657
11,0.5,beta,Imp,0.983122,0.984796,0.992458,0.969763,0.952746,0.550687,0.465728,0.628061
12,0.5,beta,EM,0.97776,0.988606,0.99426,0.993043,0.952199,0.657537,0.590713,0.642901
12,0.5,beta,Day,0.977761,0.988453,0.674877,0.626628,0.795192,0.657537,1.63443,1.359423
12,0.5,beta,Imp,0.885142,0.862166,0.992621,0.991955,0.888998,0.918054,0.647928,0.863578
13,0.5,beta,EM,0.981225,0.991692,0.993602,0.981083,0.947837,0.576047,0.35615,0.587645
13,0.5,beta,Day,0.981225,0.991664,0.262877,0.243279,0.765812,0.576047,1.331962,1.195934
13,0.5,beta,Imp,0.980577,0.99187,0.99194,0.982601,0.946582,0.571062,0.355697,0.597218
14,0.5,beta,EM,0.971924,0.994373,0.993302,0.998261,0.947691,0.898696,0.707239,0.686936
14,0.5,beta,Day,0.971924,0.994373,0.611781,0.582396,0.724848,0.898696,1.835823,1.48271
14,0.5,beta,Imp,0.928946,0.93854,0.984382,0.986957,0.922533,0.960972,0.730632,0.811023
15,0.5,beta,EM,0.992211,0.996137,0.988402,0.978261,0.961238,0.429838,0.52812,0.575932
15,0.5,beta,Day,0.992211,0.996512,0.48749,0.449698,0.817463,0.429838,1.396352,1.164641
15,0.5,beta,Imp,0.98074,0.986086,0.98567,0.958261,0.945945,0.498396,0.53217,0.636507
16,0.5,beta,EM,0.991897,0.990733,0.995461,0.994783,0.964383,0.524995,0.552687,0.59252
16,0.5,beta,Day,0.991897,0.990733,0.489988,0.486558,0.7141,0.524995,1.824989,1.505177
16,0.5,beta,Imp,0.954561,0.954055,0.990196,0.983906,0.932579,0.674466,0.610872,0.720759
17,0.5,beta,EM,0.980737,0.98926,0.991002,0.993043,0.936897,0.682697,0.601797,0.656818
17,0.5,beta,Day,0.980737,0.989455,0.711039,0.707721,0.821988,0.682698,1.290537,1.096975
17,0.5,beta,Imp,0.941368,0.949083,0.988049,0.996304,0.912219,0.784869,0.490965,0.769518
18,0.5,beta,EM,0.95533,0.986342,0.994529,0.986957,0.940396,0.85642,0.452801,0.624299
18,0.5,beta,Day,0.95533,0.986744,0.666606,0.692977,0.765498,0.85642,1.3489,1.224037
18,0.5,beta,Imp,0.902361,0.924048,0.992377,0.975652,0.916881,0.942245,0.397926,0.747376
19,0.5,beta,EM,0.991572,0.99215,0.994307,0.994783,0.961018,0.443584,0.410092,0.563606
19,0.5,beta,Day,0.991572,0.99208,0.322843,0.317,0.705426,0.443584,1.660882,1.449314
19,0.5,beta,Imp,0.976992,0.974286,0.992446,0.993694,0.947706,0.515311,0.423229,0.612006
20,0.5,beta,EM,0.981206,0.994984,0.995194,0.989565,0.962137,0.687767,0.510082,0.594064
20,0.5,beta,Day,0.981206,0.995026,0.50227,0.449698,0.821833,0.687766,1.513568,1.253025
20,0.5,beta,Imp,0.958599,0.969095,0.978754,0.97195,0.917975,0.83096,0.645839,0.745694
21,0.5,beta,EM,0.990474,0.994817,0.995836,0.994783,0.962155,0.537609,0.500743,0.586048
21,0.5,beta,Day,0.990474,0.994859,0.435502,0.398093,0.718451,0.537609,1.704095,1.442794
21,0.5,beta,Imp,0.970188,0.976985,0.996476,0.99913,0.948969,0.611621,0.488406,0.643789
22,0.5,beta,EM,0.986319,0.99579,0.987163,0.991085,0.963029,0.670214,0.518179,0.575575
22,0.5,beta,Day,0.986319,0.99579,0.280494,0.228535,0.840129,0.670214,1.41346,1.135705
22,0.5,beta,Imp,0.984955,0.991106,0.986103,0.983243,0.957601,0.68829,0.54677,0.602891
23,0.5,beta,EM,0.983179,0.997027,0.994191,0.997173,0.959003,0.649096,0.449975,0.595644
23,0.5,beta,Day,0.983179,0.996957,0.194452,0.095837,0.745167,0.649096,1.587289,1.358426
23,0.5,beta,Imp,0.980097,0.995845,0.990727,0.983036,0.95598,0.659653,0.458478,0.609281
24,0.5,beta,EM,0.987263,0.9929,0.997154,0.996304,0.951317,0.767054,0.582456,0.670244
24,0.5,beta,Day,0.987263,0.9929,0.597775,0.538163,0.771812,0.767055,1.599915,1.342619
24,0.5,beta,Imp,0.958883,0.952303,0.994176,0.984997,0.93574,0.793547,0.520026,0.748068
25,0.5,beta,EM,0.98491,0.992178,0.989195,0.993694,0.94038,0.613113,0.541077,0.642269
25,0.5,beta,Day,0.98491,0.992178,0.572954,0.545535,0.68646,0.613113,1.585505,1.370538
25,0.5,beta,Imp,0.946404,0.952602,0.983939,0.990866,0.924933,0.688949,0.519512,0.74475
26,0.5,beta,EM,0.97502,0.992039,0.988264,0.993043,0.942272,0.997941,0.746555,0.7291
26,0.5,beta,Day,0.97502,0.992039,0.484805,0.398093,0.744157,0.997941,1.815685,1.440888
26,0.5,beta,Imp,0.956242,0.975528,0.986184,0.989565,0.929275,1.021555,0.70041,0.78117
27,0.5,beta,EM,0.990432,0.992719,0.988358,0.995652,0.954701,0.398166,0.379552,0.581014
27,0.5,beta,Day,0.990432,0.992553,0.45556,0.464442,0.786895,0.398166,1.371766,1.227137
27,0.5,beta,Imp,0.979464,0.975624,0.96828,0.982601,0.940133,0.442323,0.455877,0.658326
28,0.5,beta,EM,0.987431,0.992011,0.995218,0.996522,0.962043,0.721254,0.593973,0.636667
28,0.5,beta,Day,0.987431,0.992011,0.55324,0.545535,0.717147,0.721254,1.812475,1.504802
28,0.5,beta,Imp,0.93813,0.935189,0.994245,0.991301,0.932068,0.859993,0.61357,0.766541
29,0.5,beta,EM,0.974068,0.99604,0.989285,0.993913,0.955872,0.744871,0.450909,0.614217
29,0.5,beta,Day,0.974068,0.99604,0.261134,0.228535,0.788996,0.744872,1.441859,1.245637
29,0.5,beta,Imp,0.972174,0.989981,0.982008,0.987386,0.954241,0.736002,0.447091,0.631037
30,0.5,beta,EM,0.971901,0.991594,0.98882,0.994783,0.953472,0.649173,0.556717,0.603759
30,0.5,beta,Day,0.971901,0.991497,0.596669,0.626628,0.792153,0.649173,1.440487,1.207532
30,0.5,beta,Imp,0.928772,0.943137,0.987848,0.988041,0.911676,0.785894,0.574966,0.731171
31,0.5,beta,EM,0.98611,0.989788,0.994985,0.992174,0.95615,0.449343,0.410575,0.591294
31,0.5,beta,Day,0.98611,0.989857,0.611279,0.575024,0.777618,0.449343,1.451278,1.299813
31,0.5,beta,Imp,0.944619,0.949514,0.987725,0.988696,0.927388,0.599793,0.449234,0.721766
32,0.5,beta,EM,0.985006,0.995026,0.99731,0.997391,0.96074,0.727708,0.540969,0.628389
32,0.5,beta,Day,0.985006,0.995026,0.451963,0.405465,0.691615,0.727708,1.896734,1.589484
32,0.5,beta,Imp,0.959638,0.964621,0.996649,0.995434,0.944053,0.80353,0.560246,0.703416
33,0.5,beta,EM,0.988103,0.992038,0.99311,0.995652,0.95719,0.490244,0.564906,0.598927
33,0.5,beta,Day,0.988103,0.991872,0.755726,0.77407,0.814785,0.490243,1.411202,1.205437
33,0.5,beta,Imp,0.888631,0.897528,0.990509,0.993694,0.885912,0.847864,0.627528,0.857224
34,0.5,beta,EM,0.987015,0.99215,0.992964,0.997391,0.960177,0.440159,0.380942,0.568183
34,0.5,beta,Day,0.987015,0.992136,0.51651,0.501303,0.730293,0.440158,1.555828,1.401296
34,0.5,beta,Imp,0.933693,0.941059,0.991866,0.994783,0.92656,0.652323,0.433015,0.706712
35,0.5,beta,EM,0.993139,0.995207,0.997115,0.993913,0.966083,0.563774,0.532535,0.600844
35,0.5,beta,Day,0.993139,0.995109,0.470371,0.331744,0.784967,0.563774,1.593116,1.322774
35,0.5,beta,Imp,0.976509,0.972093,0.99403,0.988911,0.951353,0.648722,0.552038,0.666376
36,0.5,beta,EM,0.980561,0.991608,0.992212,0.993913,0.945176,0.512796,0.418303,0.604552
36,0.5,beta,Day,0.980561,0.991524,0.386794,0.353861,0.670741,0.512796,1.621877,1.440436
36,0.5,beta,Imp,0.956323,0.968139,0.993336,0.995434,0.931368,0.581436,0.396235,0.65424
37,0.5,beta,EM,0.987064,0.993803,0.990855,0.986087,0.953902,0.580554,0.495656,0.600868
37,0.5,beta,Day,0.987064,0.9939,0.469615,0.375977,0.757723,0.580554,1.550202,1.318383
37,0.5,beta,Imp,0.966235,0.97058,0.992247,0.984341,0.946106,0.657516,0.477124,0.65791
38,0.5,beta,EM,0.99089,0.99076,0.995817,0.99239,0.954695,0.570362,0.489671,0.618815
38,0.5,beta,Day,0.99089,0.99076,0.65594,0.611884,0.788451,0.570362,1.417377,1.249527
38,0.5,beta,Imp,0.95021,0.949496,0.982242,0.975642,0.923894,0.676607,0.482094,0.755649
39,0.5,beta,EM,0.980558,0.993595,0.988589,0.995652,0.944254,0.533788,0.522531,0.605958
39,0.5,beta,Day,0.980558,0.993595,0.401423,0.361233,0.698454,0.533788,1.539362,1.296249
39,0.5,beta,Imp,0.967229,0.977015,0.98375,0.984127,0.942881,0.553644,0.491928,0.642279
40,0.5,beta,EM,0.985038,0.992303,0.996416,0.995434,0.961354,0.677655,0.528193,0.628689
40,0.5,beta,Day,0.985038,0.992122,0.468588,0.486558,0.703284,0.677655,1.887225,1.592218
40,0.5,beta,Imp,0.957568,0.943217,0.993164,0.971927,0.94261,0.762385,0.571257,0.720152
41,0.5,beta,EM,0.991095,0.989301,0.996861,0.99913,0.960689,0.529149,0.496998,0.61224
41,0.5,beta,Day,0.991095,0.98948,0.403294,0.383349,0.697258,0.529149,1.814799,1.536403
41,0.5,beta,Imp,0.973527,0.975291,0.994245,0.997391,0.938855,0.608173,0.535778,0.687885
42,0.5,beta,EM,0.987924,0.991275,0.99549,0.995652,0.956371,0.410448,0.323337,0.575048
42,0.5,beta,Day,0.987924,0.991205,0.532374,0.493931,0.713924,0.410448,1.523286,1.42072
42,0.5,beta,Imp,0.933598,0.938701,0.995183,0.99478,0.933004,0.581278,0.307877,0.690788
43,0.5,beta,EM,0.98502,0.994734,0.989646,0.996522,0.956018,0.477268,0.390998,0.580997
43,0.5,beta,Day,0.98502,0.994804,0.348789,0.317,0.760061,0.477268,1.439346,1.285745
43,0.5,beta,Imp,0.979476,0.987244,0.987932,0.995652,0.949925,0.49766,0.398411,0.610438
44,0.5,beta,EM,0.984977,0.9883,0.992277,0.991304,0.966307,0.433883,0.450451,0.56342
44,0.5,beta,Day,0.984977,0.98837,0.645441,0.641373,0.80909,0.433883,1.417438,1.235226
44,0.5,beta,Imp,0.919209,0.919386,0.988611,0.990435,0.917368,0.690014,0.542931,0.750522
45,0.5,beta,EM,0.991066,0.995901,0.997368,1.0,0.957325,0.404042,0.282988,0.562361
45,0.5,beta,Day,0.991066,0.995721,0.331568,0.324372,0.748512,0.404043,1.386454,1.291114
45,0.5,beta,Imp,0.985312,0.98609,0.995817,0.998043,0.955758,0.414035,0.271442,0.583887
46,0.5,beta,EM,0.986445,0.993581,0.991463,0.990435,0.951814,0.488932,0.488486,0.597465
46,0.5,beta,Day,0.986445,0.993512,0.415918,0.383349,0.74416,0.488932,1.4639,1.253784
46,0.5,beta,Imp,0.976043,0.981992,0.985288,0.983036,0.949571,0.503606,0.452635,0.637549
47,0.5,beta,EM,0.988019,0.993595,0.992855,0.996522,0.955042,0.643936,0.676282,0.66414
47,0.5,beta,Day,0.988019,0.993373,0.634204,0.604512,0.785604,0.643936,1.787213,1.439883
47,0.5,beta,Imp,0.938834,0.931901,0.980072,0.968696,0.900697,0.792155,0.751478,0.852882
48,0.5,beta,EM,0.981538,0.990594,0.995836,0.995652,0.953434,0.561911,0.480684,0.614695
48,0.5,beta,Day,0.981538,0.990594,0.519214,0.530791,0.689375,0.561912,1.653692,1.446159
48,0.5,beta,Imp,0.946415,0.956989,0.995386,0.99652,0.93717,0.638547,0.437555,0.700158
49,0.5,beta,EM,0.982503,0.993498,0.988095,0.993913,0.947912,0.502496,0.445639,0.593944
49,0.5,beta,Day,0.982503,0.993539,0.240654,0.346489,0.73885,0.502496,1.48704,1.279654
49,0.5,beta,Imp,0.977283,0.987883,0.987013,0.990866,0.942757,0.525699,0.450905,0.618847
0,0.5,both,EM,0.98805,0.992594,0.988376,0.97369,0.950606,0.459334,0.393731,0.582493
0,0.5,both,Day,0.98805,0.992788,0.098041,0.03686,0.775166,0.459332,1.476224,1.267205
0,0.5,both,Imp,0.986991,0.991621,0.837348,0.816442,0.857799,0.492769,0.8112,0.887681
1,0.5,both,EM,0.984615,0.9903,0.99268,0.986087,0.962637,0.506516,0.337442,0.573805
1,0.5,both,Day,0.984615,0.990313,0.270709,0.243279,0.71634,0.506515,1.725775,1.539324
1,0.5,both,Imp,0.980808,0.987823,0.917001,0.872174,0.885849,0.648019,0.730989,0.839745
2,0.5,both,EM,0.988106,0.995373,0.987154,0.986087,0.970155,0.475061,0.402697,0.572142
2,0.5,both,Day,0.988106,0.995623,0.350453,0.265396,0.824803,0.47506,1.531454,1.325731
2,0.5,both,Imp,0.984291,0.991954,0.847613,0.898217,0.888892,0.679758,0.881354,0.942858
3,0.5,both,EM,0.982225,0.989939,0.99325,0.983478,0.970551,0.750311,0.491549,0.592936
3,0.5,both,Day,0.982225,0.990119,0.538271,0.567652,0.786048,0.75031,1.866289,1.57952
3,0.5,both,Imp,0.966609,0.953896,0.927244,0.876522,0.876236,1.119853,0.970825,0.968604
4,0.5,both,EM,0.993053,0.995498,0.994508,0.990435,0.970387,0.445112,0.326242,0.555189
4,0.5,both,Day,0.993053,0.995609,0.473401,0.427582,0.870256,0.445112,1.532473,1.325792
4,0.5,both,Imp,0.990408,0.983726,0.847415,0.835834,0.847629,0.706678,0.93099,0.981988
5,0.5,both,EM,0.981803,0.99661,0.989811,0.98,0.962862,0.503295,0.28622,0.560732
5,0.5,both,Day,0.981803,0.996679,0.27803,0.265396,0.81528,0.503294,1.413227,1.304197
5,0.5,both,Imp,0.982312,0.994524,0.840254,0.778865,0.87084,0.623532,0.797394,0.908568
6,0.5,both,EM,0.985615,0.991426,0.991567,0.978261,0.958258,0.534292,0.406358,0.553932
6,0.5,both,Day,0.985615,0.991439,0.500642,0.398093,0.836209,0.534291,1.487003,1.235416
6,0.5,both,Imp,0.969731,0.989645,0.858246,0.826267,0.870221,0.816868,0.917882,0.893267
7,0.5,both,EM,0.990184,0.993191,0.994936,0.986957,0.966361,0.452356,0.344551,0.565937
7,0.5,both,Day,0.990184,0.993552,0.333187,0.272768,0.751357,0.452355,1.795497,1.576006
7,0.5,both,Imp,0.987513,0.983309,0.91552,0.908656,0.877169,0.652515,0.792745,0.887827
8,0.5,both,EM,0.990772,0.994997,0.987524,0.993043,0.96705,0.597268,0.380019,0.588681
8,0.5,both,Day,0.990772,0.994928,0.25749,0.265396,0.841926,0.597266,1.448313,1.268855
8,0.5,both,Imp,0.99248,0.994983,0.777677,0.736522,0.886981,0.739057,0.943981,0.997869
9,0.5,both,EM,0.986383,0.994122,0.98454,0.982609,0.96503,0.513526,0.344367,0.564486
9,0.5,both,Day,0.986383,0.994345,0.483913,0.493931,0.84335,0.513525,1.347703,1.241205
9,0.5,both,Imp,0.985908,0.990856,0.843178,0.85124,0.884725,0.777012,0.84849,0.953128
10,0.5,both,EM,0.993729,0.99515,0.998525,1.0,0.981708,0.25481,0.188279,0.499993
10,0.5,both,Day,0.993729,0.994997,0.706965,0.715093,0.908884,0.254809,1.280955,1.178077
10,0.5,both,Imp,0.969297,0.962724,0.93418,0.907826,0.886038,0.766403,0.777058,0.932508
11,0.5,both,EM,0.991982,0.995928,0.994106,0.973043,0.960211,0.454486,0.3722,0.566582
11,0.5,both,Day,0.991982,0.995345,0.240028,0.287512,0.712276,0.454484,1.897495,1.642211
11,0.5,both,Imp,0.988379,0.989962,0.922805,0.815652,0.878955,0.60422,0.772628,0.860991
12,0.5,both,EM,0.990506,0.988311,0.988064,0.983036,0.96729,0.530812,0.55256,0.616617
12,0.5,both,Day,0.990506,0.988089,0.66978,0.626628,0.861336,0.53081,1.624894,1.353734
12,0.5,both,Imp,0.924143,0.874714,0.939589,0.924717,0.856785,1.056411,0.987285,1.057752
13,0.5,both,EM,0.986517,0.994747,0.98721,0.97913,0.950369,0.514474,0.319482,0.568609
13,0.5,both,Day,0.986517,0.994691,0.261223,0.243279,0.824027,0.514473,1.330967,1.195198
13,0.5,both,Imp,0.986565,0.992995,0.80246,0.807132,0.849655,0.616257,0.824285,0.890401
14,0.5,both,EM,0.992923,0.994678,0.99023,0.988696,0.969633,0.698854,0.642227,0.619125
14,0.5,both,Day,0.992923,0.9949,0.610376,0.582396,0.831229,0.698852,1.827207,1.465311
14,0.5,both,Imp,0.978275,0.951303,0.904451,0.91451,0.86132,1.122497,1.159583,1.067119
15,0.5,both,EM,0.991629,0.994066,0.990576,0.978261,0.969049,0.413445,0.431599,0.555898
15,0.5,both,Day,0.991629,0.994246,0.488229,0.449698,0.877836,0.413444,1.383981,1.163447
15,0.5,both,Imp,0.990561,0.981291,0.755642,0.579817,0.881879,0.607467,1.031433,1.007421
16,0.5,both,EM,0.995128,0.9944,0.992365,0.987826,0.969915,0.4427,0.472402,0.564596
16,0.5,both,Day,0.995128,0.994442,0.489804,0.486558,0.801777,0.442699,1.814114,1.505546
16,0.5,both,Imp,0.981194,0.961785,0.919888,0.911503,0.877017,0.804535,0.9274,0.938677
17,0.5,both,EM,0.995327,0.995373,0.994047,0.993694,0.979799,0.4219,0.340467,0.515264
17,0.5,both,Day,0.995327,0.995345,0.711198,0.707721,0.929066,0.421898,1.233841,1.052095
17,0.5,both,Imp,0.980014,0.970618,0.862475,0.806697,0.881943,0.891823,0.997172,1.022011
18,0.5,both,EM,0.974032,0.991606,0.995051,0.988696,0.976665,0.649895,0.295331,0.542132
18,0.5,both,Day,0.974032,0.991091,0.66568,0.692977,0.876697,0.649894,1.323649,1.20342
18,0.5,both,Imp,0.957369,0.961575,0.915398,0.853664,0.896667,1.049004,0.842815,0.931334
19,0.5,both,EM,0.993387,0.991077,0.990562,0.984348,0.969349,0.457367,0.426733,0.575526
19,0.5,both,Day,0.993387,0.991119,0.316591,0.317,0.774396,0.457364,1.663166,1.45163
19,0.5,both,Imp,0.99129,0.981638,0.863313,0.814267,0.881546,0.622664,0.895536,0.92524
20,0.5,both,EM,0.984212,0.996429,0.989252,0.988696,0.972782,0.628928,0.466128,0.573477
20,0.5,both,Day,0.984212,0.996429,0.502302,0.449698,0.870798,0.628927,1.504273,1.248304
20,0.5,both,Imp,0.982514,0.980278,0.819242,0.755652,0.876453,0.874122,1.022944,1.022715
21,0.5,both,EM,0.992174,0.996623,0.995494,0.992174,0.972752,0.429372,0.339126,0.533857
21,0.5,both,Day,0.992174,0.996762,0.436585,0.398093,0.837467,0.429371,1.691232,1.443295
21,0.5,both,Imp,0.991174,0.992676,0.880024,0.84801,0.868289,0.718648,0.919181,0.938465
22,0.5,both,EM,0.989031,0.997749,0.983015,0.983478,0.967016,0.636677,0.483984,0.572779
22,0.5,both,Day,0.989031,0.997874,0.281991,0.228535,0.880429,0.636675,1.413651,1.134621
